"id_Filme"	"Titulo"	"director"	"cast"	"country"	"data_lancamento"	"Classificacao_indicativa"	"Duracao_min"	"Sinopse"	"listed_in"
"70"	"Shikara"	"Vidhu Vinod Chopra"	"Aadil Khan, Sadia Khateeb, Zain Khan Durrani, Priyanshu Chatterjee, Bhavna Chauhan, Ashwin Dhar, Farid Azad Khan, Saghar Sehrai"	"India"	"2020"	"TV-14"	"115 min"	"A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp."	"Dramas, Filmes Internacionais, Romantic Movies"
"71"	"A Cinderella Story"	"Mark Rosman"	"Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd, Regina King, Julie Gonzalo, Lin Shaye, Madeline Zima, Andrea Avery, Mary Pat Gleason, Paul Rodriguez, Whip Hubley, Kevin Kilner, Erica Hubbard, Simon Helberg"	"United States, Canada"	"2004"	"PG"	"95 min"	"Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?"	"Filmes familiares e infantis, Comedias"
"72"	"Agatha Christie's Crooked House"	"Gilles Paquet-Brenner"	"Glenn Close, Terence Stamp, Max Irons, Gillian Anderson, Christina Hendricks, Stefanie Martini, Julian Sands, Honor Kneafsey, Christian McKay, Amanda Abbington"		"2017"	"PG-13"	"115 min"	"When a detective investigates the death of his ex-lover's grandfather, he uncovers secrets about the tycoon's manipulative family."	"Dramas, Filmes Internacionais, Thrillers"
"73"	"An Unfinished Life"	"Lasse Hallström"	"Robert Redford, Jennifer Lopez, Morgan Freeman, Josh Lucas, Damian Lewis, Camryn Manheim, Becca Gardner, Lynda Boyd, Rob Hayter, P. Lynn Johnson"	"Germany, United States"	"2005"	"PG-13"	"108 min"	"A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive."	"Dramas"
"74"	"Barbie Big City Big Dreams"	"Scott Pleydell-Pearce"	"America Young, Amber May, Giselle Fernandez, Alejandro Saab, Dinora Walcott"		"2021"	"TV-Y"	"63 min"	"At a summer performing arts program in New York City, Barbie from Malibu meets Barbie from Brooklyn, and the two become fast friends."	"Filmes familiares e infantis, Musicais"
"75"	"Blade Runner: The Final Cut"	"Ridley Scott"	"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh, Daryl Hannah, William Sanderson, Brion James, Joe Turkel, Joanna Cassidy, James Hong, Morgan Paull"	"United States"	"1982"	"R"	"117 min"	"In a smog-choked dystopian Los Angeles, blade runner Rick Deckard is called out of retirement to snuff a quartet of escaped ""replicants."""	"Ação e Aventura, Filmes Classicos, Cult"
"76"	"Chappie"	"Neill Blomkamp"	"Sharlto Copley, Hugh Jackman, Sigourney Weaver, Dev Patel, Ninja, Yo-Landi Visser, Jose Pablo Cantillo, Brandon Auret, Johnny Selema, Maurice Carpede"	"South Africa, United States"	"2015"	"R"	"121 min"	"In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence."	"Ação e Aventura, Sci-Fi & Fantasia"
"77"	"Clear and Present Danger"	"Phillip Noyce"	"Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida, Henry Czerny, Harris Yulin, Donald Moffat, Miguel Sandoval, Benjamin Bratt, Dean Jones, Thora Birch, James Earl Jones, Raymond Cruz"	"United States, Mexico"	"1994"	"PG-13"	"142 min"	"When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel."	"Ação e Aventura, Dramas"
"78"	"Cliffhanger"	"Renny Harlin"	"Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner, Rex Linn, Caroline Goodall, Leon, Craig Fairbrass, Ralph Waite, Max Perlich, Paul Winfield"	"United States, Italy, France, Japan"	"1993"	"R"	"113 min"	"Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers."	"Ação e Aventura"
"79"	"Cold Mountain"	"Anthony Minghella"	"Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins, Brendan Gleeson, Philip Seymour Hoffman, Natalie Portman, Giovanni Ribisi, Donald Sutherland, Ray Winstone"	"United States, Italy, Romania, United Kingdom"	"2003"	"R"	"154 min"	"This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm."	"Dramas, Romantic Movies"
"80"	"Crocodile Dundee in Los Angeles"	"Simon Wincer"	"Paul Hogan, Linda Kozlowski, Jere Burns, Jonathan Banks, Aida Turturro, Alec Wilson, Gerry Skilton, Steve Rackman, Serge Cockburn, Paul Rodriguez, Mark Adair-Rios, Tiriel Mora, Grant Piro, Mike Tyson"	"Australia, United States"	"2001"	"PG"	"95 min"	"When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel."	"Ação e Aventura, Comedias"
"81"	"Dear John"	"Lasse Hallström"	"Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas, D.J. Cotrona, Cullen Moss, Gavin McCulley, Jose Lucena Jr., Keith Robinson, Scott Porter"	"United States"	"2010"	"PG-13"	"108 min"	"While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together."	"Dramas, Romantic Movies"
"82"	"Do the Right Thing"	"Spike Lee"	"Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson, Giancarlo Esposito, Spike Lee, Bill Nunn, John Turturro, Paul Benjamin, Frankie Faison, Samuel L. Jackson, Rosie Perez, Martin Lawrence, Miguel Sandoval"	"United States"	"1989"	"R"	"120 min"	"On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy."	"Filmes Classicos, Comedias, Dramas"
"83"	"El patrón, radiografía de un crimen"	"Sebastián Schindel"	"Joaquín Furriel, Luis Ziembrowski, Guillermo Pfening, Mónica Lairana, Germán de Silva, Victoria Raposo, Andrea Garrote"	"Argentina, Venezuela"	"2014"	"TV-MA"	"100 min"	"A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case."	"Dramas, Filmes Internacionais, Thrillers"
"84"	"Extraction"	"Steven C. Miller"	"Bruce Willis, Kellan Lutz, Gina Carano, D.B. Sweeney, Joshua Mikel, Steve Coulter, Dan Bilzerian, Heather Johansen"	"United States, United Kingdom, Canada"	"2015"	"R"	"82 min"	"When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot."	"Ação e Aventura"
"85"	"Freedom Writers"	"Richard LaGravenese"	"Hilary Swank, Patrick Dempsey, Scott Glenn, Imelda Staunton, April L. Hernandez, Mario, Kristin Herrera, Jaclyn Ngan, Sergio Montalvo, Jason Finn, Deance Wyatt, Vanetta Smith"	"Germany, United States"	"2007"	"PG-13"	"124 min"	"While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives."	"Dramas"
"86"	"Green Lantern"	"Martin Campbell"	"Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong, Tim Robbins, Jay O. Sanders, Taika Waititi, Angela Bassett"	"United States"	"2011"	"PG-13"	"114 min"	"Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat."	"Ação e Aventura, Sci-Fi & Fantasia"
"87"	"House Party"	"Reginald Hudlin"	"Christopher Reid, Christopher Martin, Robin Harris, Tisha Campbell, A.J. Johnson, Martin Lawrence, Paul Anthony, Bowlegged Lou, B-Fine, Edith Fields, Kelly Jo Minter, Clifton Powell, Verda Bridges"	"United States"	"1990"	"R"	"104 min"	"Grounded by his strict father, Kid risks life and limb to go to his best friend Play's big bash but experiences one obstacle after another."	"Comedias, Cult"
"88"	"House Party 2"	"George Jackson, Doug McHenry"	"Christopher Reid, Christopher Martin, Martin Lawrence, Bowlegged Lou, Paul Anthony, B-Fine, Tisha Campbell, Kamron, Iman, Queen Latifah"	"United States"	"1991"	"R"	"94 min"	"Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash."	"Comedias, Cult, Musicais"
"89"	"House Party 3"	"Eric Meza"	"Christopher Reid, Christopher Martin, Tisha Campbell, David Edwards, Angela Means, Ketty Lester, Bernie Mac, Michael Colyar, Chris Tucker, Khandi Alexander"	"United States"	"1994"	"R"	"94 min"	"After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications."	"Comedias, Musicais"
"90"	"I Got the Hook Up"	"Michael Martin"	"Master P, Anthony Johnson, Gretchen Palmer, Frantz Turner, Richard Keats, Joe Estevez, William Knight, Anthony Boswell, Tommy 'Tiny' Lister, Helen Martin, John Witherspoon, Mia X"	"United States"	"1998"	"R"	"93 min"	"After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van."	"Ação e Aventura, Comedias"
"91"	"In Too Deep"	"Michael Rymer"	"Omar Epps, LL Cool J, Nia Long, Stanley Tucci, Pam Grier, Hill Harper, Jake Weber, David Patrick Kelly, Veronica Webb, Ron Canada, Robert LaSardo, Gano Grills, Ivonne Coll, Don Harvey, Mya, Nasir 'Nas' Jones, Jermaine Dupri"	"United States"	"1999"	"R"	"97 min"	"Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder."	"Thrillers"
"92"	"Initial D"	"Andrew Lau Wai-keung, Alan Mak"	"Jay Chou, Anne Suzuki, Edison Chen, Anthony Wong Chau-sang, Shawn Yue, Chapman To, Jordan Chan, Kenny Bee"	"China, Hong Kong"	"2005"	"TV-14"	"109 min"	"By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel."	"Ação e Aventura, Filmes Internacionais"
"93"	"Janoskians: Untold and Untrue"	"Brett Weiner"	"Jai Brooks, Luke Brooks, James Yammouni, Daniel Sahyounie, Beau Brooks"	"United States"	"2016"	"TV-MA"	"88 min"	"Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube."	"Comedias"
"94"	"Labyrinth"	"Jim Henson"	"David Bowie, Jennifer Connelly, Frank Oz, Kevin Clash, Anthony Asbury, Dave Goelz, Brian Henson, Ron Mueck, Karen Prell, Shari Weiser"	"United Kingdom, United States"	"1986"	"PG"	"101 min"	"In Jim Henson's fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin."	"Ação e Aventura, Filmes familiares e infantis, Cult"
"95"	"Letters to Juliet"	"Gary Winick"	"Amanda Seyfried, Christopher Egan, Gael García Bernal, Vanessa Redgrave, Franco Nero, Luisa Ranieri, Marina Massironi, Milena Vukotic, Marcia DeBonis, Luisa De Santis, Lidia Biondi, Giordano Formenti, Chris Egan"	"United States"	"2010"	"PG"	"105 min"	"By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet, an American woman in Verona, Italy, is led in search of romance."	"Comedias, Dramas, Romantic Movies"
"96"	"Level 16"	"Danishka Esterhazy"	"Katie Douglas, Celina Martin, Peter Outerbridge, Sara Canning, Alexis Whelan, Amalia Williamson, Josette Halpert, Kiana Madeira"	"Canada"	"2018"	"TV-14"	"102 min"	"In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape."	"Sci-Fi & Fantasia, Thrillers"
"97"	"Love Don't Cost a Thing"	"Troy Byer"	"Nick Cannon, Christina Milian, Kenan Thompson, Kal Penn, Steve Harvey, Al Thompson, Ashley Monique Clark, Elimu Nelson, Nichole Robinson, Melissa Schuman"	"United States"	"2003"	"PG-13"	"101 min"	"A nerdy teen tries to make himself cool by association when he convinces a popular cheerleader to pose as his girlfriend."	"Comedias, Romantic Movies"
"98"	"Love in a Puff"	"Pang Ho-cheung"	"Miriam Chin Wah Yeung, Shawn Yue, Singh Hartihan Bitto, Isabel Chan, Cheung Tat-ming, Matt Chow, Chui Tien-you, Queenie Chu, Charmaine Fong, Vincent Kok"	"Hong Kong"	"2010"	"TV-MA"	"103 min"	"When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections."	"Comedias, Dramas, Filmes Internacionais"
"99"	"Mars Attacks!"	"Tim Burton"	"Jack Nicholson, Glenn Close, Annette Bening, Pierce Brosnan, Danny DeVito, Martin Short, Sarah Jessica Parker, Michael J. Fox, Rod Steiger, Tom Jones, Lukas Haas, Natalie Portman"	"United States"	"1996"	"PG-13"	"106 min"	"As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace."	"Comedias, Cult, Sci-Fi & Fantasia"
"100"	"Marshall"	"Reginald Hudlin"	"Chadwick Boseman, Josh Gad, Kate Hudson, Sterling K. Brown, Dan Stevens, James Cromwell, Keesha Sharp, Roger Guenveur Smith, Derrick Baskin, Barrett Doss"	"United States, China, Hong Kong"	"2017"	"PG-13"	"118 min"	"This biopic of Thurgood Marshall, the first Black U.S. Supreme Court justice, centers on his pivotal work in a sensational case as an NAACP lawyer."	"Dramas"
"101"	"My Boss's Daughter"	"David Zucker"	"Ashton Kutcher, Tara Reid, Jeffrey Tambor, Andy Richter, Michael Madsen, Jon Abrahams, David Koechner, Carmen Electra, Kenan Thompson, Terence Stamp, Molly Shannon"	"United States"	"2003"	"R"	"86 min"	"A young man house-sits for his mean boss, hoping to use it as an opportunity to win the heart of the boss's daughter, on whom he's long had a crush."	"Comedias, Romantic Movies"
"102"	"Mystery Men"	"Kinka Usher"	"Ben Stiller, Hank Azaria, William H. Macy, Janeane Garofalo, Kel Mitchell, Paul Reubens, Wes Studi, Greg Kinnear, Geoffrey Rush, Lena Olin, Eddie Izzard, Artie Lange, Pras, Claire Forlani, Tom Waits"	"United States"	"1999"	"PG-13"	"121 min"	"A team of far-from-super heroes try to earn respect by springing into action when brave and dashing Captain Amazing disappears."	"Ação e Aventura, Comedias"
"103"	"Once Upon a Time in America"	"Sergio Leone"	"Robert De Niro, James Woods, Elizabeth McGovern, Treat Williams, Tuesday Weld, Burt Young, Joe Pesci, Danny Aiello, William Forsythe, James Hayden"	"Italy, United States"	"1984"	"R"	"229 min"	"Director Sergio Leone's sprawling crime epic follows a group of Jewish mobsters who rise in the ranks of organized crime in 1920s New York City."	"Filmes Classicos, Dramas"
"104"	"Open Season 2"	"Matthew O'Callaghan, Todd Wilderman"	"Joel McHale, Mike Epps, Jane Krakowski, Billy Connolly, Crispin Glover, Steve Schirripa, Georgia Engel, Diedrich Bader, Cody Cameron, Fred Stoller, Olivia Hack"	"United States, Canada"	"2008"	"PG"	"76 min"	"Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity."	"Filmes familiares e infantis, Comedias"
"105"	"Osmosis Jones"	"Bobby Farrelly, Peter Farrelly"	"Chris Rock, Laurence Fishburne, David Hyde Pierce, Brandy Norwood, William Shatner, Ron Howard, Kid Rock, Ben Stein"	"United States"	"2001"	"PG"	"95 min"	"Peter and Bobby Farrelly outdo themselves with this partially animated tale about an out-of-shape 40-year-old man who's the host to various organisms."	"Ação e Aventura, Filmes familiares e infantis, Comedias"
"106"	"Poseidon"	"Wolfgang Petersen"	"Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss, Emmy Rossum, Mía Maestro, Mike Vogel, Kevin Dillon, Freddy Rodríguez"	"United States"	"2006"	"PG-13"	"98 min"	"A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival."	"Ação e Aventura, Dramas"
"107"	"Rhyme & Reason"	"Peter Spirer"	"Too $hort, B-Real, Kurtis Blow, Da Brat, Grandmaster Caz, Sean ""P. Diddy"" Combs, Chuck D., Desiree Densiti, Dr. Dre, E-40, MC Eiht, Heavy D, Lauryn Hill, Ice-T, Wyclef Jean, Ras Kass, KRS-One, L.V., Mack 10, Craig Mack, Method Man, Keith Murray, Nasir 'Nas' Jones, The Notorious B.I.G., Master P, Q-Tip, Raekwon, Redman, Senen Reyes, Busta Rhymes, RZA, DJ Scratch, Erick Sermon, Tupac Shakur, Adario Strange, Suave"	"United States"	"1997"	"R"	"89 min"	"The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts."	"Documentarios, Musicais"
"108"	"Same Kind of Different as Me"	"Michael Carney"	"Greg Kinnear, Renée Zellweger, Djimon Hounsou, Jon Voight, Olivia Holt"	"United States"	"2017"	"PG-13"	"120 min"	"A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story."	"Dramas, Espiritualidade"
"109"	"School of Rock"	"Richard Linklater"	"Jack Black, Joan Cusack, Mike White, Sarah Silverman, Lee Wilkof, Kate McGregor-Stewart, Adam Pascal, Suzzanne Douglas, Miranda Cosgrove, Kevin Alexander Clark, Joey Gaydos Jr., Robert Tsai, Veronica Afflerbach, Jordan-Claire Green"	"United States, Germany"	"2003"	"PG-13"	"110 min"	"Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll."	"Comedias, Musicais"
"110"	"Snervous Tyler Oakley"	"Amy Rice"	"Tyler Oakley"	"United States"	"2015"	"PG-13"	"83 min"	"The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international ""Slumber Party"" tour."	"Documentarios, Filmes LGBTQ"
"111"	"Tears of the Sun"	"Antoine Fuqua"	"Bruce Willis, Monica Bellucci, Cole Hauser, Eamonn Walker, Johnny Messner, Nick Chinlund, Charles Ingram, Paul Francis, Chad Smith, Tom Skerritt, Malick Bowens, Awaovieyi Agie"	"United States"	"2003"	"R"	"121 min"	"A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care."	"Ação e Aventura, Dramas"
